1,100091782,0
2,14859455,0
3,11143353,0
4,8839592,0
5,7200337,0
6,5755468,0
7,4754421,0
8,4546756,0
9,4572344,0
10,4633880,0
11,4709801,0
12,4756912,0
13,4761893,0
14,4693813,0
15,4631300,0
16,4513824,0
17,4441561,0
18,4386915,0
19,4340325,0
20,4322769,0
21,4331732,0
22,4347893,0
23,4344102,0
24,4316168,0
25,4302706,0
26,4274463,6.721159e+06
27,4255758,4.838543e+06
28,4232518,4.627545e+06
29,4234134,4.489668e+06
30,4245345,4396772
31,4285254,4.335189e+06
32,4309189,4.301312e+06
33,4286431,4.286058e+06
34,4309884,4.274590e+06
35,4262724,4.262212e+06
36,4242771,4.248444e+06
37,4236245,4.233753e+06
38,4206825,4.218781e+06
39,4217982,4.204721e+06
40,4235660,4.192733e+06
41,4234215,4.182793e+06
42,4244881,4.175500e+06
43,4235094,4.169984e+06
44,4202540,4.164831e+06
45,4166838,4.160282e+06
46,4094345,4.155149e+06
47,4052408,4.149049e+06
48,4020572,4.141683e+06
49,4012678,4.133334e+06
50,4042049,4.124872e+06
51,4039191,4.116234e+06
52,4078356,4.107160e+06
53,4098567,4.098411e+06
54,4111628,4.090241e+06
55,4101907,4.081724e+06
56,4059600,4072771
57,4027730,4.062545e+06
58,3976491,4.051316e+06
59,3961877,4.039593e+06
60,3941061,4.026902e+06
61,3931706,4.014634e+06
62,3960553,4.002012e+06
63,3993338,3.989966e+06
64,4044865,3.979008e+06
65,4082410,3.968700e+06
66,4124352,3.958926e+06
67,4141892,3.950493e+06
68,4160230,3.942899e+06
69,4124138,3.935924e+06
70,4108302,3.929486e+06
71,4060995,3.923671e+06
72,4020621,3.918634e+06
73,3972242,3.913662e+06
74,3918319,3.909066e+06
75,3884587,3.904060e+06
76,3862196,3.898212e+06
77,3811656,3.892526e+06
78,3809581,3886591
79,3815860,3.879949e+06
80,3799756,3.873047e+06
81,3788729,3.866300e+06
82,3763729,3.859479e+06
83,3736500,3.852897e+06
84,3688576,3.846623e+06
85,3662648,3.840239e+06
86,3637062,3.834158e+06
87,3599033,3.828403e+06
88,3621875,3.822059e+06
89,3647975,3.815199e+06
90,3692271,3.807346e+06
91,3737183,3.798614e+06
92,3804170,3.788692e+06
93,3857561,3.777781e+06
94,3879399,3.766754e+06
95,3874158,3.756703e+06
96,3870290,3.746714e+06
97,3837476,3.738299e+06
98,3798826,3.731074e+06
99,3786188,3.725086e+06
100,3757362,3.719567e+06
101,3743810,3.714368e+06
102,3749211,3.709569e+06
103,3775649,3.704631e+06
104,3759847,3.699159e+06
105,3759586,3.693244e+06
106,3757805,3.687394e+06
107,3711769,3.681979e+06
108,3692008,3.677475e+06
109,3656552,3.673525e+06
110,3636289,3.670556e+06
111,3630940,3.667947e+06
112,3638177,3.665512e+06
113,3637010,3.663045e+06
114,3643458,3.659611e+06
115,3644411,3.654671e+06
116,3637037,3.649001e+06
117,3618361,3.642427e+06
118,3585393,3.635584e+06
119,3597876,3.628630e+06
120,3611526,3.622746e+06
121,3598855,3.618169e+06
122,3631837,3.614335e+06
123,3652162,3.609868e+06
124,3666860,3.603411e+06
125,3636857,3.593935e+06
126,3619397,3.581854e+06
127,3617459,3.568598e+06
128,3559814,3555954
129,3530528,3.547070e+06
130,3514189,3.545181e+06
131,3501431,3.550965e+06
132,3512548,3.562653e+06
133,3534043,3.580433e+06
134,3535019,3.601476e+06
135,3537173,3.624323e+06
136,3529583,3.646886e+06
137,3512862,3.668351e+06
138,3473212,3.688653e+06
139,3446767,3.707294e+06
140,3396004,3.724140e+06
141,3403101,3.739804e+06
142,3401928,3.753685e+06
143,3455179,3.766317e+06
144,3502916,3.778438e+06
145,3579332,3.789201e+06
146,3640713,3.798608e+06
147,3674748,3.807420e+06
148,3609638,3.815048e+06
149,3469540,3.821569e+06
150,3302908,3.827260e+06
151,3141252,3.833273e+06
152,3067729,3.838937e+06
153,3104376,3.844211e+06
154,3322563,3.850495e+06
155,3663516,3.856687e+06
156,4054558,3.862760e+06
157,4353877,3.868558e+06
158,4618557,3.874185e+06
159,4765238,3.878980e+06
160,4821735,3.883707e+06
161,4786968,3.887932e+06
162,4725699,3.892135e+06
163,4673562,3.896366e+06
164,4587693,3.901152e+06
165,4502587,3.905940e+06
166,4443295,3.911582e+06
167,4344950,3.916844e+06
168,4262617,3.921994e+06
169,4203562,3.926168e+06
170,4146790,3.929442e+06
171,4091284,3.930781e+06
172,4048283,3.930831e+06
173,4020867,3930000
174,3984716,3.930466e+06
175,3957086,3.933311e+06
176,3943506,3.939288e+06
177,3908307,3.948335e+06
178,3886395,3.958628e+06
179,3880323,3.968186e+06
180,3846337,3.973541e+06
181,3823908,3.972103e+06
182,3797109,3.962882e+06
183,3799546,3.947810e+06
184,3778569,3.927267e+06
185,3776100,3.903798e+06
186,3752633,3.879292e+06
187,3743931,3.855135e+06
188,3728647,3.832603e+06
189,3717315,3.810436e+06
190,3690939,3.789951e+06
191,3683738,3.771119e+06
192,3671470,3.753408e+06
193,3664573,3.737544e+06
194,3668072,3.723433e+06
195,3669910,3.710331e+06
196,3647575,3.698108e+06
197,3643281,3.687129e+06
198,3632370,3.676903e+06
199,3633407,3.667326e+06
200,3614639,3.658245e+06
201,3607713,3.649897e+06
202,3602650,3.641808e+06
203,3592700,3.633908e+06
204,3591841,3.626770e+06
205,3595639,3.619680e+06
206,3590179,3.613269e+06
207,3584317,3.607015e+06
208,3585189,3.601623e+06
209,3570853,3.596070e+06
210,3568311,3.590698e+06
211,3571930,3.585677e+06
212,3554978,3.580668e+06
213,3576544,3.576271e+06
214,3543081,3571897
215,3542960,3.567710e+06
216,3542139,3.564138e+06
217,3540045,3.560749e+06
218,3535894,3.557499e+06
219,3542927,3.554417e+06
220,3535362,3.551260e+06
221,3523403,3.547830e+06
222,3531349,3.544868e+06
223,3526762,3.542109e+06
224,3532439,3.539158e+06
225,3521607,3.536354e+06
226,3531339,3.533712e+06
227,3530983,3.531344e+06
228,3505373,3.529288e+06
229,3522384,3.527326e+06
230,3518698,3.525379e+06
231,3519373,3.522967e+06
232,3504977,3.520928e+06
233,3522140,3.518814e+06
234,3516346,3.516789e+06
235,3504562,3.515042e+06
236,3520054,3.513104e+06
237,3497137,3.511208e+06
238,3519684,3.509518e+06
239,3505596,3.507489e+06
240,3503762,3.506000e+06
241,3508796,3.504700e+06
242,3510904,3.503247e+06
243,3505717,3.501933e+06
244,3507363,3.500867e+06
245,3507055,3.499168e+06
246,3494986,3497677
247,3496553,3.496519e+06
248,3502541,3.495361e+06
249,3481902,3.494193e+06
250,3490388,3.492906e+06
251,3479893,3.491779e+06
252,3486934,3.490489e+06
253,3497823,3.489367e+06
254,3492627,3.488512e+06
255,3492534,3.487065e+06
256,3472608,3.486073e+06
257,3486225,3.484660e+06
258,3476496,3.483952e+06
259,3481909,3.482664e+06
260,3481724,3.481776e+06
261,3469491,3.480669e+06
262,3475220,3.479417e+06
263,3468788,3.478969e+06
