1,33778142
2,4973475
3,3726371
4,2968081
5,2413059
6,1925331
7,1603194
8,1529391
9,1538052
10,1559699
11,1589312
12,1610855
13,1600236
14,1582536
15,1558300
16,1516890
17,1496891
18,1481871
19,1465035
20,1453740
21,1464586
22,1457994
23,1468276
24,1455169
25,1446061
26,1441780
27,1435184
28,1425971
29,1423042
30,1425519
31,1444945
32,1451687
33,1444113
34,1449470
35,1439662
36,1428980
37,1427969
38,1419656
39,1417381
40,1420822
41,1421885
42,1418087
43,1411477
44,1409602
45,1393057
46,1374620
47,1359792
48,1353075
49,1343736
50,1355606
51,1347559
52,1366818
53,1375900
54,1376126
55,1372777
56,1354126
57,1340374
58,1321531
59,1317065
60,1317736
61,1314793
62,1323802
63,1330184
64,1346808
65,1366097
66,1373330
67,1376803
68,1384706
69,1378262
70,1375384
71,1359834
72,1341341
73,1331404
74,1311336
75,1294158
76,1286094
77,1271109
78,1265243
79,1270848
80,1271890
81,1260413
82,1256832
83,1253446
84,1223181
85,1226632
86,1212292
87,1206715
88,1208750
89,1217938
90,1226999
91,1251235
92,1273849
93,1287656
94,1301364
95,1290921
96,1289947
97,1272627
98,1274673
99,1261175
100,1256750
101,1251320
102,1249039
103,1252661
104,1243665
105,1246159
106,1245967
107,1230308
108,1221188
109,1217819
110,1207157
111,1211423
112,1211366
113,1207166
114,1205666
115,1204028
116,1209405
117,1199730
118,1193657
119,1194274
120,1203301
121,1200358
122,1214560
123,1212321
124,1223894
125,1214450
126,1208195
127,1208303
128,1188995
129,1182142
130,1172078
131,1168135
132,1169244
133,1176101
134,1180295
135,1181277
136,1185240
137,1173555
138,1162225
139,1155543
140,1142283
141,1139760
142,1130132
143,1152154
144,1172418
145,1195717
146,1219349
147,1234707
148,1216710
149,1161158
150,1110027
151,1052870
152,1022548
153,1031922
154,1107732
155,1213424
156,1336259
157,1436981
158,1520879
159,1582953
160,1598304
161,1598678
162,1575488
163,1561047
164,1537483
165,1506616
166,1491768
167,1458471
168,1429049
169,1420247
170,1396618
171,1381225
172,1368126
173,1361861
174,1346173
175,1336429
176,1333145
177,1324274
178,1311934
179,1308613
180,1299604
181,1290357
182,1282771
183,1284514
184,1272436
185,1270909
186,1269221
187,1263419
188,1263684
189,1263759
190,1254536
191,1248400
192,1233191
193,1238389
194,1246766
195,1242196
196,1236856
197,1224345
198,1233325
199,1234362
200,1225436
201,1220715
202,1209541
203,1210457
204,1214106
205,1214357
206,1214780
207,1212158
208,1208302
209,1202831
210,1202427
211,1203725
212,1202079
213,1208099
214,1192437
215,1189452
216,1191958
217,1189983
218,1183319
219,1187844
220,1192074
221,1180830
222,1182060
223,1184809
224,1181909
225,1176918
226,1181206
227,1181686
228,1171456
229,1179969
230,1172857
231,1180435
232,1174557
233,1173417
234,1177089
235,1172863
236,1172689
237,1169201
238,1177453
239,1173000
240,1173086
241,1170961
242,1168209
243,1169211
244,1170181
245,1169018
246,1163396
247,1166238
248,1170923
249,1158287
250,1160816
251,1160890
252,1161229
253,1164612
254,1157519
255,1156027
256,1150255
257,1156555
258,1154392
259,1155715
260,1153838
261,1157810
262,1162737
263,1155673
264,1156027
265,1151617
266,1152368
267,1155583
268,1147491
269,1155278
270,1145800
271,1152366
272,1151921
273,1153690
274,1149741
275,1144958
276,1150422
277,1141199
278,1153759
279,1146811
280,1144205
281,1143988
282,1144886
283,1147287
284,1143868
285,1152616
286,1145879
287,1147743
288,1148222
289,1150463
290,1150457
291,1144358
292,1151625
293,1143046
294,1143309
295,1152847
296,1152560
297,1150892
298,1146569
299,1150598
300,1150341
301,1147089
302,1151528
303,1149607
304,1159783
305,1155074
306,1153544
307,1158903
308,1154270
309,1167500
310,1169774
311,1168314
312,1171344
313,1168131
314,1173357
315,1163493
316,1172806
317,1168759
318,1180964
319,1180954
320,1179498
321,1182393
322,1183139
323,1176064
324,1176915
325,1186310
326,1176985
327,1189456
328,1178808
329,1181106
330,1184077
331,1188394
332,1188838
333,1190253
334,1190684
335,1187759
336,1191340
337,1195825
338,1195522
339,1196502
340,1198512
341,1200977
342,1198449
343,1197072
344,1202044
345,1205176
346,1198285
347,1200874
348,1208269
349,1205568
350,1207880
351,1204629
352,1205908
353,1204026
354,1200954
355,1205130
356,1194512
357,1203843
358,1194069
359,1208631
360,1205381
361,1203908
362,1199841
363,1195994
364,1203566
365,1202713
366,1195989
367,1193231
368,1193293
369,1190818
370,1196989
371,1189322
372,1192303
373,1194180
374,1185079
375,1188367
376,1186740
377,1181259
378,1180737
379,1187709
380,1180576
381,1184387
382,1183484
383,1181795
384,1182726
385,1177072
386,1178503
387,1178917
388,1178563
389,1183073
390,1176726
391,1180583
392,1180093
393,1176909
394,1168024
395,1168662
396,1166103
397,1167476
398,1172622
399,1158515
400,1165641
401,1171418
402,1164750
403,1158605
404,1154982
405,1153071
406,1148814
407,1156040
408,1153227
409,1152180
410,1155936
411,1152490
412,1159068
413,1155701
414,1152814
415,1147660
416,1159012
417,1144521
418,1150566
419,1146315
420,1148756
421,1142099
422,1150798
423,1150674
424,1148000
425,1153785
426,1140294
427,1148267
428,1146712
429,1146677
430,1149584
431,1146459
432,1151064
433,1141634
434,1147289
435,1148498
436,1141411
437,1137274
438,1139128
439,1138353
440,1137481
441,1135287
442,1144311
443,1139350
444,1137459
445,1142828
446,1138038
447,1147883
448,1143559
449,1133450
450,1142882
451,1136994
452,1132186
453,1132986
454,1137316
455,1136371
456,1132676
457,1135816
458,1137479
459,1130941
460,1137198
461,1138004
462,1131467
463,1128727
464,1131605
465,1130635
466,1140301
467,1139006
468,1131950
469,1132096
470,1137812
471,1144767
472,1131475
473,1144613
474,1136937
475,1142158
476,1130885
477,1128353
478,1139811
479,1151842
480,1139739
481,1142356
482,1143608
483,1146921
484,1138484
485,1143196
486,1148150
487,1148899
488,1145954
489,1149849
490,1147998
491,1148354
492,1141764
493,1145292
494,1149468
495,1149212
496,1150473
497,1153640
498,1144360
499,1158055
500,1147550
501,1146040
502,1158275
503,1153501
504,1156954
505,1153512
506,1158849
507,1165821
508,1164268
509,1158004
510,1166476
511,1157718
512,1161785
513,1165236
514,1168946
515,1168219
516,1169545
517,1173749
518,1169707
519,1169515
520,1168829
521,1175115
522,1171888
523,1178151
524,1177763
525,1181120
526,1181596
527,1176075
528,1168840
529,1172617
530,1170710
531,1176435
532,1175867
533,1181791
534,1177286
535,1171629
536,1178496
537,1170544
538,1176135
539,1178463
540,1177314
541,1176385
542,1175340
543,1178457
544,1176481
545,1170564
546,1179669
547,1178883
548,1176632
549,1165836
550,1172337
551,1176805
552,1168909
553,1172989
554,1179198
555,1178607
556,1174542
557,1177094
558,1174681
559,1173856
560,1169138
561,1175413
562,1174027
563,1171615
564,1164795
565,1175225
566,1166946
567,1169289
568,1166586
569,1158841
570,1159165
571,1157522
572,1166687
573,1155554
574,1158048
575,1168357
576,1168088
577,1159694
578,1152542
579,1160050
580,1152159
581,1149186
582,1161510
583,1155797
584,1162457
585,1157139
586,1163227
587,1161884
588,1153883
589,1156628
590,1159759
591,1151360
592,1154545
593,1149143
594,1143071
595,1147320
596,1143041
597,1145914
598,1142679
599,1149483
600,1147521
601,1153125
602,1140771
603,1137600
604,1153307
605,1143011
606,1136222
607,1135254
608,1138829
609,1132829
610,1128106
